Player,Team,Possessions,2P%,2PA,3P%,3PA,Turnover%,ShootingFoul%,PersonalFoul%
LJ Cryer,Baylor,0,NA,0,NA,0,NA,NA,NA
Mark Vital,Baylor,78,0.47368421052631576,38,0.3157894736842105,19,0.21794871794871795,0.075,0.1625
MaCio Teague,Baylor,111,0.45,60,0.36,25,0.23423423423423423,0.0782608695652174,0.1565217391304348
Zach Loveday,Baylor,0,NA,0,NA,0,NA,NA,NA
Dain Dainja,Baylor,0,NA,0,NA,0,NA,NA,NA
Jared Butler,Baylor,115,0.4827586206896552,58,0.26666666666666666,30,0.22608695652173913,0.08695652173913043,0.13043478260869565
Mark Paterson,Baylor,0,NA,0,NA,0,NA,NA,NA
Davion Mitchell,Baylor,102,0.4528301886792453,53,0.3181818181818182,22,0.2647058823529412,0.06862745098039216,0.17647058823529413
Adam Flagler,Baylor,0,NA,0,NA,0,NA,NA,NA
Jordan Turner,Baylor,0,NA,0,NA,0,NA,NA,NA
Matthew Mayer,Baylor,38,0.47058823529411764,17,0.09090909090909091,11,0.2631578947368421,0.08823529411764706,0.17647058823529413
Jackson Moffatt,Baylor,6,0,1,0,3,0.16666666666666666,0.2,0
Jonathan Tchamwa Tchatchoua,Baylor,0,NA,0,NA,0,NA,NA,NA
Flo Thamba,Baylor,18,0.5714285714285714,7,0.125,8,0.16666666666666666,0.058823529411764705,0.17647058823529413
SK Shittu,Central Arkansas,44,0.7083333333333334,24,0.4444444444444444,18,0.22727272727272727,0.06521739130434782,0.1956521739130435
Churchill Bounds,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Suazell Farmer,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Masai Olowokere,Central Arkansas,57,0.5714285714285714,42,0.4666666666666667,15,0.12280701754385964,0.03508771929824561,0.07017543859649122
Khaleem Bennett,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Collin Cooper,Central Arkansas,63,0.4857142857142857,35,0.5238095238095238,21,0.20634920634920634,0.03225806451612903,0.16129032258064516
Jaxson Baker,Central Arkansas,64,0.5526315789473685,38,0.5,20,0.171875,0.03225806451612903,0.08064516129032258
Brendan Simmons,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Samson George,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Eddy Kayouloud,Central Arkansas,103,0.6101694915254238,59,0.5555555555555556,36,0.1553398058252427,0.08080808080808081,0.1111111111111111
Jared Chatham,Central Arkansas,42,0.5172413793103449,29,0.75,12,0.023809523809523808,0.12195121951219512,0.12195121951219512
Trey South,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Jonas Munson,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Kragen Bradley,Central Arkansas,0,NA,0,NA,0,NA,NA,NA
Lewis McDaniel,Central Arkansas,41,0.64,25,0.2857142857142857,14,0.0975609756097561,0.09523809523809523,0.16666666666666666
Takal Molson,Seton Hall,0,NA,0,NA,0,NA,NA,NA
Sylwester Granda,Seton Hall,0,NA,0,NA,0,NA,NA,NA
Tyrese Samuel,Seton Hall,43,0.46153846153846156,13,0.42857142857142855,14,0.18604651162790697,0.1111111111111111,0.15555555555555556
Tray Jackson,Seton Hall,25,0.36363636363636365,11,0.2,5,0.28,0.09523809523809523,0
Shavar Reynolds Jr.,Seton Hall,73,0.41379310344827586,29,0.19047619047619047,21,0.3150684931506849,0.0945945945945946,0.13513513513513514
Jared Rhoden,Seton Hall,81,0.5405405405405406,37,0.23076923076923078,26,0.2962962962962963,0.0875,0.075
Myles Cale,Seton Hall,64,0.5517241379310345,29,0.21739130434782608,23,0.234375,0.08196721311475409,0.21311475409836064
Jeff Ngandu,Seton Hall,0,NA,0,NA,0,NA,NA,NA
Ike Obiagu,Seton Hall,43,0.5714285714285714,21,0.0625,16,0.2558139534883721,0.09302325581395349,0.23255813953488372
Sandro Mamukelashvili,Seton Hall,107,0.5098039215686274,51,0.23529411764705882,34,0.2336448598130841,0.0761904761904762,0.13333333333333333
Jahari Long,Seton Hall,0,NA,0,NA,0,NA,NA,NA
Bryce Aiken,Seton Hall,0,NA,0,NA,0,NA,NA,NA
Will Martinez,Wagner,53,0.68,25,0.5,16,0.1509433962264151,0.0784313725490196,0.19607843137254902
Atiba Taylor,Wagner,30,0.7857142857142857,14,0.5454545454545454,11,0.1,0.06666666666666667,0.13333333333333333
Ja'Mier Fletcher,Wagner,37,0.6842105263157895,19,0.5,12,0.08108108108108109,0.10526315789473684,0.13157894736842105
Elijah Allen,Wagner,0,NA,0,NA,0,NA,NA,NA
DeAndre Wilkins,Wagner,4,1,2,1,1,0.25,0,0
Alex Morales,Wagner,65,0.8214285714285714,28,0.3333333333333333,21,0.13846153846153847,0.11594202898550725,0.18840579710144928
Ashton Miller,Wagner,0,NA,0,NA,0,NA,NA,NA
Nigel Jackson,Wagner,0,NA,0,NA,0,NA,NA,NA
Jordan Mason,Wagner,0,NA,0,NA,0,NA,NA,NA
Delonnie Hunt,Wagner,0,NA,0,NA,0,NA,NA,NA
Elijah Ford,Wagner,0,NA,0,NA,0,NA,NA,NA
Chase Freeman,Wagner,52,0.7916666666666666,24,0.26666666666666666,15,0.1346153846153846,0.14545454545454545,0.18181818181818182
Justin Brown,Wagner,0,NA,0,NA,0,NA,NA,NA
Rodney Miller Jr.,Miami (FL),38,0.5833333333333334,24,0.3333333333333333,9,0.15789473684210525,0.14285714285714285,0.05714285714285714
Deng Gak,Miami (FL),22,0.5,10,0.625,8,0.2727272727272727,0,0.09090909090909091
Nysier Brooks,Miami (FL),0,NA,0,NA,0,NA,NA,NA
Isaiah Wong,Miami (FL),29,0.6111111111111112,18,0.625,8,0.1724137931034483,0.06896551724137931,0.06896551724137931
Anthony Walker,Miami (FL),34,0.4666666666666667,15,0.5833333333333334,12,0.23529411764705882,0.125,0.0625
Elijah Olaniyi,Miami (FL),55,0.5,40,0.4,15,0.10909090909090909,0.09259259259259259,0.12962962962962962
Chris Lykes,Miami (FL),59,0.5789473684210527,38,0.3076923076923077,13,0.1864406779661017,0.12280701754385964,0.05263157894736842
Filippos Gkogkos,Miami (FL),0,NA,0,NA,0,NA,NA,NA
Kameron McGusty,Miami (FL),43,0.56,25,0.4166666666666667,12,0.18604651162790697,0.11363636363636363,0.09090909090909091
Harlond Beverly,Miami (FL),38,0.5714285714285714,21,0.6428571428571429,14,0.15789473684210525,0.10810810810810811,0.05405405405405406
Sam Waardenburg,Miami (FL),38,0.6,30,0.16666666666666666,6,0.13157894736842105,0.15789473684210525,0.02631578947368421
Willie Herenton,Miami (FL),0,NA,0,NA,0,NA,NA,NA
Brad Colbert,Louisville,0,NA,0,NA,0,NA,NA,NA
Gabe Wiznitzer,Louisville,0,NA,0,NA,0,NA,NA,NA
Josh Nickelberry,Louisville,24,0.5294117647058824,17,0.42857142857142855,7,0.16666666666666666,0.125,0.08333333333333333
Samuell Williamson,Louisville,81,0.47619047619047616,42,0.2857142857142857,35,0.1728395061728395,0.07407407407407407,0.08641975308641975
Drew Schultz,Louisville,0,NA,0,NA,0,NA,NA,NA
Jae'Lyn Withers,Louisville,0,NA,0,NA,0,NA,NA,NA
Hogan Orbaugh,Louisville,0,NA,0,NA,0,NA,NA,NA
JJ Traynor,Louisville,0,NA,0,NA,0,NA,NA,NA
Malik Williams,Louisville,0,NA,0,NA,0,NA,NA,NA
David Johnson,Louisville,0,NA,0,NA,0,NA,NA,NA
Ashton Myles-Devore,Louisville,0,NA,0,NA,0,NA,NA,NA
Dre Davis,Louisville,0,NA,0,NA,0,NA,NA,NA
Sam Bearden,Louisville,0,NA,0,NA,0,NA,NA,NA
Carlik Jones,Louisville,0,NA,0,NA,0,NA,NA,NA
Quinn Slazinski,Louisville,19,0.4444444444444444,9,0.5555555555555556,9,0.05263157894736842,0.21052631578947367,0.05263157894736842
Charles Minlend,Louisville,0,NA,0,NA,0,NA,NA,NA
Nah'Shon Hyland,Virginia Commonwealth,65,0.42105263157894735,38,0.3333333333333333,21,0.3076923076923077,0.10526315789473684,0.14473684210526316
Adrian Baldwin Jr.,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Josh Banks,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Jamir Watkins,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
KeShawn Curry,Virginia Commonwealth,68,0.5238095238095238,42,0.2,25,0.25,0.11940298507462686,0.14925373134328357
Jarren McAllister,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Corey Douglas,Virginia Commonwealth,72,0.4318181818181818,44,0.2962962962962963,27,0.25,0.11688311688311688,0.12987012987012986
Mikeal Brown-Jones,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Vince Williams,Virginia Commonwealth,65,0.6052631578947368,38,0.3157894736842105,19,0.3230769230769231,0.10294117647058823,0.14705882352941177
Arnold Henderson VI,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Levi Stockard III,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Hason Ward,Virginia Commonwealth,10,0,6,0.5,2,0.2,0.25,0
Brendan Medley-Bacon,Virginia Commonwealth,0,NA,0,NA,0,NA,NA,NA
Dan Henry,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Jeriah Coleman,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Brad McCabe,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Bryce Laskey,St. Francis (PA),31,0.5294117647058824,17,0.25,4,0.22580645161290322,0.0967741935483871,0.16129032258064516
Zahree Harrison,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Justen Anderson,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Chukwu Ikediashi,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
A.J. Burch,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Luke Ruggery,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Maxwell Land,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Myles Thompson,St. Francis (PA),53,0.5333333333333333,30,0.2222222222222222,9,0.24528301886792453,0.14285714285714285,0.125
Mark Flagg,St. Francis (PA),22,0.6923076923076923,13,0.25,4,0.22727272727272727,0.125,0.08333333333333333
Josh Cohen,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
"Ronell Giles, Jr.",St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Ramiir Dixon-Conover,St. Francis (PA),60,0.5384615384615384,39,0.1111111111111111,9,0.2,0.11475409836065574,0.13114754098360656
Ben Seidel,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Marlon Hargis,St. Francis (PA),47,0.6176470588235294,34,0.2222222222222222,18,0.10638297872340426,0.12,0.02
Tyler Stewart,St. Francis (PA),30,0.5333333333333333,15,0.4,5,0.3,0.17647058823529413,0.17647058823529413
A.J. Labriola,St. Francis (PA),0,NA,0,NA,0,NA,NA,NA
Jordan Goldwire,Duke,88,0.3673469387755102,49,0.25,16,0.26136363636363635,0.0898876404494382,0.12359550561797752
Patrick Tape,Duke,0,NA,0,NA,0,NA,NA,NA
Michael Savarino,Duke,0,NA,0,NA,0,NA,NA,NA
Jaemyn Brakefield,Duke,0,NA,0,NA,0,NA,NA,NA
Wendell Moore Jr.,Duke,0,NA,0,NA,0,NA,NA,NA
DJ Steward,Duke,0,NA,0,NA,0,NA,NA,NA
Henry Coleman III,Duke,0,NA,0,NA,0,NA,NA,NA
Jeremy Roach,Duke,0,NA,0,NA,0,NA,NA,NA
Mike Buckmire,Duke,8,0.2,5,0,2,0.125,0,0
Matthew Hurt,Duke,125,0.47761194029850745,67,0.36363636363636365,22,0.224,0.16,0.12
Mark Williams,Duke,0,NA,0,NA,0,NA,NA,NA
Joey Baker,Duke,52,0.3448275862068966,29,0.36363636363636365,11,0.15384615384615385,0.1509433962264151,0.1509433962264151
Keenan Worthington,Duke,0,NA,0,NA,0,NA,NA,NA
Jalen Johnson,Duke,30,0.4666666666666667,15,0.38461538461538464,13,0.16666666666666666,0.13333333333333333,0.1
Mitch Lightfoot,Kansas,0,NA,0,NA,0,NA,NA,NA
Tristan Enaruna,Kansas,70,0.42105263157894735,38,0.4166666666666667,24,0.18571428571428572,0.08955223880597014,0.11940298507462686
Chris Teahan,Kansas,0,NA,0,NA,0,NA,NA,NA
Michael Jankovich,Kansas,2,NA,0,1,1,0.5,0.5,0
Latrell Jossell,Kansas,0,NA,0,NA,0,NA,NA,NA
Marcus Garrett,Kansas,130,0.46153846153846156,65,0.2653061224489796,49,0.18461538461538463,0.09923664122137404,0.0916030534351145
Jalen Wilson,Kansas,5,0.25,4,0,1,0.2,0,0.3333333333333333
David McCormack,Kansas,69,0.3939393939393939,33,0.25,28,0.14492753623188406,0.12,0.10666666666666667
Bryce Thompson,Kansas,0,NA,0,NA,0,NA,NA,NA
Ochai Agbaji,Kansas,125,0.4,60,0.29411764705882354,51,0.192,0.07751937984496124,0.10852713178294573
Christian Braun,Kansas,12,0.8571428571428571,7,0.25,4,0,0.25,0.08333333333333333
Tyon Grant-Foster,Kansas,0,NA,0,NA,0,NA,NA,NA
Dajuan Harris,Kansas,0,NA,0,NA,0,NA,NA,NA
Gethro Muscadin,Kansas,0,NA,0,NA,0,NA,NA,NA
Dwon Odom,Xavier,0,NA,0,NA,0,NA,NA,NA
Bryan Griffin,Xavier,0,NA,0,NA,0,NA,NA,NA
C.J. Wilcher,Xavier,0,NA,0,NA,0,NA,NA,NA
Nate Johnson,Xavier,0,NA,0,NA,0,NA,NA,NA
Colby Jones,Xavier,0,NA,0,NA,0,NA,NA,NA
Adam Kunkel,Xavier,0,NA,0,NA,0,NA,NA,NA
Paul Scruggs,Xavier,111,0.43636363636363634,55,0.17647058823529413,34,0.26126126126126126,0.05405405405405406,0.09009009009009009
Zach Freemantle,Xavier,95,0.425531914893617,47,0.2692307692307692,26,0.18947368421052632,0.125,0.11458333333333333
Jason Carter,Xavier,112,0.4727272727272727,55,0.25806451612903225,31,0.25892857142857145,0.0990990990990991,0.0990990990990991
Ben Stanley,Xavier,0,NA,0,NA,0,NA,NA,NA
Dieonte Miles,Xavier,0,NA,0,NA,0,NA,NA,NA
Spencer Cody,Xavier,4,1,1,0,2,0,0.5,0
Ramon Singh,Xavier,4,1,1,0,2,0,0.5,0
Zak Swetye,Xavier,4,1,1,0,2,0,0.5,0
Derrick Flowers,Jacksonville,13,0.8333333333333334,6,0,5,0.15384615384615385,0.23076923076923078,0.07692307692307693
Bryce Workman,Jacksonville,35,0.5789473684210527,19,0.08333333333333333,12,0.11428571428571428,0.14285714285714285,0.05714285714285714
Mo Arnold,Jacksonville,41,0.6842105263157895,19,0.16666666666666666,12,0.1951219512195122,0.18181818181818182,0.06818181818181818
Cameron Boozer,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Dontarius James,Jacksonville,40,0.5714285714285714,21,0.3333333333333333,12,0.1,0.07894736842105263,0.07894736842105263
Loseni Kamara,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Connor Thompson,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Kevion Nolan,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Thomas Owen,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Zameron Boozer,Jacksonville,0,NA,0,NA,0,NA,NA,NA
Noah Locke,Florida,92,0.3617021276595745,47,0.4375,32,0.1956521739130435,0.11956521739130435,0.09782608695652174
Jack May,Florida,0,NA,0,NA,0,NA,NA,NA
Tre Mann,Florida,82,0.4166666666666667,36,0.2857142857142857,35,0.24390243902439024,0.05813953488372093,0.16279069767441862
Colin Castleton,Florida,0,NA,0,NA,0,NA,NA,NA
Ques Glover,Florida,31,0.3684210526315789,19,0.3,10,0.16129032258064516,0.1935483870967742,0.0967741935483871
Anthony Duruji,Florida,0,NA,0,NA,0,NA,NA,NA
Osayi Osifo,Florida,0,NA,0,NA,0,NA,NA,NA
Jason Jitoboh,Florida,17,0.42857142857142855,7,0.3333333333333333,9,0.058823529411764705,0.11764705882352941,0.058823529411764705
Samson Ruzhentsev,Florida,0,NA,0,NA,0,NA,NA,NA
Alex Klatsky,Florida,0,NA,0,NA,0,NA,NA,NA
Omar Payne,Florida,43,0.5,20,0.23529411764705882,17,0.20930232558139536,0.06818181818181818,0.11363636363636363
Keyontae Johnson,Florida,77,0.4090909090909091,44,0.36,25,0.19480519480519481,0.08860759493670886,0.16455696202531644
Scottie Lewis,Florida,77,0.37142857142857144,35,0.25806451612903225,31,0.24675324675324675,0.08,0.12
Tyree Appleby,Florida,0,NA,0,NA,0,NA,NA,NA
Niels Lane,Florida,0,NA,0,NA,0,NA,NA,NA
Alonde Legrand,North Florida,0,NA,0,NA,0,NA,NA,NA
Chaz Lanier,North Florida,0,NA,0,NA,0,NA,NA,NA
Jose Placer,North Florida,0,NA,0,NA,0,NA,NA,NA
Christian Schach,North Florida,0,NA,0,NA,0,NA,NA,NA
Emmanuel Adedoyin,North Florida,21,0.5714285714285714,21,0.3333333333333333,3,0.09523809523809523,0.047619047619047616,0.42857142857142855
Ryan Burkhardt,North Florida,14,0.6666666666666666,6,0.4,5,0.14285714285714285,0.14285714285714285,0.14285714285714285
Josh Berenbaum,North Florida,0,NA,0,NA,0,NA,NA,NA
Garrett Hursey,North Florida,0,NA,0,NA,0,NA,NA,NA
Jacob Crews,North Florida,0,NA,0,NA,0,NA,NA,NA
Jonathan Aybar,North Florida,0,NA,0,NA,0,NA,NA,NA
Jadyn Parker,North Florida,0,NA,0,NA,0,NA,NA,NA
Dorian James,North Florida,24,0.375,24,0.6666666666666666,3,0.08333333333333333,0.13043478260869565,0.34782608695652173
Carter Hendricksen,North Florida,45,0.4375,32,0,8,0.2222222222222222,0.10638297872340426,0.06382978723404255
Chol Marial,Maryland,0,NA,0,NA,0,NA,NA,NA
Marcus Dockery,Maryland,0,NA,0,NA,0,NA,NA,NA
Aaron Wiggins,Maryland,108,0.421875,64,0.32432432432432434,37,0.21296296296296297,0.03669724770642202,0.13761467889908258
Hakim Hart,Maryland,3,1,1,0,3,0,0,0.3333333333333333
James Graham,Maryland,0,NA,0,NA,0,NA,NA,NA
Eric Ayala,Maryland,110,0.4032258064516129,62,0.28205128205128205,39,0.20909090909090908,0.04672897196261682,0.12149532710280374
Aquan Smart,Maryland,0,NA,0,NA,0,NA,NA,NA
Reese Mona,Maryland,2,NA,0,0,3,0,0,0.5
Arnaud Revaz,Maryland,0,NA,0,NA,0,NA,NA,NA
Donta Scott,Maryland,56,0.4666666666666667,30,0.21052631578947367,19,0.3392857142857143,0.03278688524590164,0.13114754098360656
Aidan McCool,Maryland,0,NA,0,NA,0,NA,NA,NA
Darryl Morsell,Maryland,111,0.36507936507936506,63,0.2857142857142857,35,0.2072072072072072,0.036036036036036036,0.0990990990990991
Jairus Hamilton,Maryland,0,NA,0,NA,0,NA,NA,NA
Galin Smith,Maryland,0,NA,0,NA,0,NA,NA,NA
Jade Brahmbhatt,Maryland,0,NA,0,NA,0,NA,NA,NA
R.J. Johnson,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Joey Reilly,Holy Cross,20,0.6,10,0.2222222222222222,9,0.1,0.1,0
D.J. Hart,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Judson Martindale,Holy Cross,0,NA,0,NA,0,NA,NA,NA
DaJion Humphrey,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Malcolm Townsel,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Louth-M Coulibaly,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Bo Montgomery,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Michael Rabinovich,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Gerrale Gates,Holy Cross,0,NA,0,NA,0,NA,NA,NA
Ryan Wade,Holy Cross,40,0.7083333333333334,24,0.2857142857142857,14,0.075,0.1282051282051282,0.02564102564102564
Matt Faw,Holy Cross,21,0.6363636363636364,11,0.14285714285714285,7,0.047619047619047616,0.15789473684210525,0
Oumar Ballo,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Andrew Nembhard,Gonzaga,113,0.3620689655172414,58,0.42424242424242425,33,0.23893805309734514,0.11403508771929824,0.11403508771929824
Ben Gregg,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Abe Eagle,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Martynas Arlauskas,Gonzaga,45,0.6086956521739131,23,0.125,8,0.2222222222222222,0.18604651162790697,0.13953488372093023
Aaron Cook,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Will Graves,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Colby Brooks,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Matthew Lang,Gonzaga,22,0.7272727272727273,11,0,5,0.18181818181818182,0.22727272727272727,0.13636363636363635
Anton Watson,Gonzaga,144,0.42168674698795183,83,0.3611111111111111,36,0.2013888888888889,0.07971014492753623,0.07971014492753623
Drew Timme,Gonzaga,137,0.4782608695652174,69,0.24390243902439024,41,0.2116788321167883,0.11940298507462686,0.08955223880597014
Joel Ayayi,Gonzaga,130,0.4861111111111111,72,0.2647058823529412,34,0.2,0.12403100775193798,0.09302325581395349
Dominick Harris,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Julian Strawther,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Jalen Suggs,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Pavel Zakharov,Gonzaga,36,0.631578947368421,19,0.14285714285714285,7,0.19444444444444445,0.15151515151515152,0.09090909090909091
Corey Kispert,Gonzaga,161,0.4111111111111111,90,0.3541666666666667,48,0.18633540372670807,0.06134969325153374,0.07975460122699386
Evan Inglesby,Gonzaga,0,NA,0,NA,0,NA,NA,NA
Kareem Clark,Alabama State,0,NA,0,NA,0,NA,NA,NA
DJ Heath,Alabama State,21,0.7692307692307693,13,0.5714285714285714,7,0.09523809523809523,0,0.045454545454545456
DJ Jackson,Alabama State,0,NA,0,NA,0,NA,NA,NA
Kevion Stewart,Alabama State,2,0,3,0,1,0,0.3333333333333333,1
Christopher Dumas,Alabama State,0,NA,0,NA,0,NA,NA,NA
Mike Stone,Alabama State,21,0.625,16,0.5,4,0.09523809523809523,0.08695652173913043,0.21739130434782608
LaTrell Tate,Alabama State,0,NA,0,NA,0,NA,NA,NA
Trace Young,Alabama State,0,NA,0,NA,0,NA,NA,NA
Brandon Battle,Alabama State,35,0.5789473684210527,19,0.45454545454545453,11,0.11428571428571428,0.15151515151515152,0.15151515151515152
E.J. Clark,Alabama State,0,NA,0,NA,0,NA,NA,NA
Jordan O'Neal,Alabama State,0,NA,0,NA,0,NA,NA,NA
Jordan Cousin,Alabama State,0,NA,0,NA,0,NA,NA,NA
Kenny Strawbridge,Alabama State,0,NA,0,NA,0,NA,NA,NA
Tyrese Robinson,Alabama State,34,0.5263157894736842,19,0.4166666666666667,12,0.11764705882352941,0.21212121212121213,0.15151515151515152
Malik Smiley,Alabama State,0,NA,0,NA,0,NA,NA,NA
Conor Glennon,Memphis,0,NA,0,NA,0,NA,NA,NA
Damion Baugh,Memphis,117,0.4067796610169492,59,0.358974358974359,39,0.28205128205128205,0.07964601769911504,0.168141592920354
Alex Lomax,Memphis,113,0.34545454545454546,55,0.32432432432432434,37,0.22123893805309736,0.08256880733944955,0.1743119266055046
D.J. Jeffries,Memphis,132,0.31343283582089554,67,0.3684210526315789,38,0.26515151515151514,0.09022556390977443,0.14285714285714285
Landers Nolley II,Memphis,0,NA,0,NA,0,NA,NA,NA
Isaiah Stokes,Memphis,0,NA,0,NA,0,NA,NA,NA
Moussa Cisse,Memphis,0,NA,0,NA,0,NA,NA,NA
Lester Quinones,Memphis,155,0.43283582089552236,67,0.36363636363636365,55,0.2645161290322581,0.07333333333333333,0.16666666666666666
Jayden Hardaway,Memphis,43,0.4117647058823529,17,0.3333333333333333,15,0.09302325581395349,0.14634146341463414,0.1951219512195122
Jordan Nesbitt,Memphis,0,NA,0,NA,0,NA,NA,NA
Boogie Ellis,Memphis,130,0.43103448275862066,58,0.2857142857142857,42,0.3230769230769231,0.046875,0.203125
Ahmad Rand,Memphis,0,NA,0,NA,0,NA,NA,NA
Malcolm Dandridge,Memphis,0,NA,0,NA,0,NA,NA,NA
DeAndre Williams,Memphis,44,0.36,25,0.16666666666666666,12,0.20454545454545456,0.21951219512195122,0.07317073170731707
Sebastian Guitian,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Tariq Simmons,South Carolina State,43,0.6923076923076923,26,0.5,10,0.16279069767441862,0.06666666666666667,0.08888888888888889
Floyd Rideau,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Dallas James,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Jemal Davis,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Rahsaan Edwards,South Carolina State,41,0.6923076923076923,26,0.5,8,0.17073170731707318,0.11363636363636363,0.09090909090909091
Trushaun Moorer,South Carolina State,10,0.42857142857142855,7,0,3,0.1,0.09090909090909091,0
Quamain Nelson,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Isaiah Felder,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Latavian Lawrence,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Bradynn Manning,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Majok Madol,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Jadakiss Wright,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Themus Fulks,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Omar Croskey,South Carolina State,11,0.42857142857142855,7,0.25,4,0.09090909090909091,0.09090909090909091,0
Rashamel Butler,South Carolina State,0,NA,0,NA,0,NA,NA,NA
Micah Peavy,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Jamarius Burton,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Chibuzo Agbo,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Davide Moretti,Texas Tech,93,0.35555555555555557,45,0.22727272727272727,22,0.26881720430107525,0.053763440860215055,0.10752688172043011
Kevin McCullar,Texas Tech,55,0.45714285714285713,35,0.3,10,0.2,0.07692307692307693,0.09615384615384616
Vladislav Goldin,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Tyreek Smith,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Marcus Santos-Silva,Texas Tech,164,0.4935064935064935,77,0.30434782608695654,46,0.3048780487804878,0.0736196319018405,0.10429447852760736
Avery Benson,Texas Tech,36,0.4,20,0.3333333333333333,6,0.3055555555555556,0.03125,0.09375
Ty Larson,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Mac McClung,Texas Tech,0,NA,0,NA,0,NA,NA,NA
Terrence Shannon Jr.,Texas Tech,68,0.3333333333333333,42,0.23076923076923078,13,0.29411764705882354,0.08571428571428572,0.1
Kyler Edwards,Texas Tech,95,0.3541666666666667,48,0.25,24,0.2736842105263158,0.050505050505050504,0.13131313131313133
Clarence Nadolny,Texas Tech,54,0.46875,32,0.18181818181818182,11,0.18518518518518517,0.0625,0.125
Barlow Alleruzzo IV,Eastern Illinois,0,NA,0,NA,0,NA,NA,NA
Micah Schnyders,Eastern Illinois,0,NA,0,NA,0,NA,NA,NA
Josiah Wallace,Eastern Illinois,47,0.5925925925925926,27,0.5833333333333334,12,0.1276595744680851,0.1702127659574468,0.0425531914893617
Mack Smith,Eastern Illinois,42,0.4583333333333333,24,0.75,8,0.19047619047619047,0.15384615384615385,0.07692307692307693
Ryan Leonard,Eastern Illinois,0,NA,0,NA,0,NA,NA,NA
Sammy Friday IV,Eastern Illinois,0,NA,0,NA,0,NA,NA,NA
George Dixon,Eastern Illinois,46,0.4666666666666667,30,0.5555555555555556,9,0.15217391304347827,0.10638297872340426,0.06382978723404255
